,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,embark_town,alone
754,1,2,female,48.0,1,2,65.0,S,Second,woman,Southampton,No
755,1,2,male,0.67,1,1,14.5,S,Second,child,Southampton,No
756,0,3,male,28.0,0,0,7.7958,S,Third,man,Southampton,Yes
757,0,2,male,18.0,0,0,11.5,S,Second,man,Southampton,Yes
758,0,3,male,34.0,0,0,8.05,S,Third,man,Southampton,Yes
759,1,1,female,33.0,0,0,86.5,S,First,woman,Southampton,Yes
760,0,3,male,29.69911764705882,0,0,14.5,S,Third,man,Southampton,Yes
761,0,3,male,41.0,0,0,7.125,S,Third,man,Southampton,Yes
762,1,3,male,20.0,0,0,7.2292,C,Third,man,Cherbourg,Yes
763,1,1,female,36.0,1,2,120.0,S,First,woman,Southampton,No
764,0,3,male,16.0,0,0,7.775,S,Third,man,Southampton,Yes
765,1,1,female,51.0,1,0,77.9583,S,First,woman,Southampton,No
766,0,1,male,29.69911764705882,0,0,39.6,C,First,man,Cherbourg,Yes
767,0,3,female,30.5,0,0,7.75,Q,Third,woman,Queenstown,Yes
768,0,3,male,29.69911764705882,1,0,24.15,Q,Third,man,Queenstown,No
769,0,3,male,32.0,0,0,8.3625,S,Third,man,Southampton,Yes
770,0,3,male,24.0,0,0,9.5,S,Third,man,Southampton,Yes
771,0,3,male,48.0,0,0,7.8542,S,Third,man,Southampton,Yes
772,0,2,female,57.0,0,0,10.5,S,Second,woman,Southampton,Yes
773,0,3,male,29.69911764705882,0,0,7.225,C,Third,man,Cherbourg,Yes
774,1,2,female,54.0,1,3,23.0,S,Second,woman,Southampton,No
775,0,3,male,18.0,0,0,7.75,S,Third,man,Southampton,Yes
776,0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,Queenstown,Yes
777,1,3,female,5.0,0,0,12.475,S,Third,child,Southampton,Yes
778,0,3,male,29.69911764705882,0,0,7.7375,Q,Third,man,Queenstown,Yes
779,1,1,female,43.0,0,1,211.3375,S,First,woman,Southampton,No
780,1,3,female,13.0,0,0,7.2292,C,Third,child,Cherbourg,Yes
781,1,1,female,17.0,1,0,57.0,S,First,woman,Southampton,No
782,0,1,male,29.0,0,0,30.0,S,First,man,Southampton,Yes
783,0,3,male,29.69911764705882,1,2,23.45,S,Third,man,Southampton,No
784,0,3,male,25.0,0,0,7.05,S,Third,man,Southampton,Yes
785,0,3,male,25.0,0,0,7.25,S,Third,man,Southampton,Yes
786,1,3,female,18.0,0,0,7.4958,S,Third,woman,Southampton,Yes
787,0,3,male,8.0,4,1,29.125,Q,Third,child,Queenstown,No
788,1,3,male,1.0,1,2,20.575,S,Third,child,Southampton,No
789,0,1,male,46.0,0,0,79.2,C,First,man,Cherbourg,Yes
790,0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,Queenstown,Yes
791,0,2,male,16.0,0,0,26.0,S,Second,man,Southampton,Yes
792,0,3,female,29.69911764705882,8,2,69.55,S,Third,woman,Southampton,No
793,0,1,male,29.69911764705882,0,0,30.6958,C,First,man,Cherbourg,Yes
794,0,3,male,25.0,0,0,7.8958,S,Third,man,Southampton,Yes
795,0,2,male,39.0,0,0,13.0,S,Second,man,Southampton,Yes
796,1,1,female,49.0,0,0,25.9292,S,First,woman,Southampton,Yes
797,1,3,female,31.0,0,0,8.6833,S,Third,woman,Southampton,Yes
798,0,3,male,30.0,0,0,7.2292,C,Third,man,Cherbourg,Yes
799,0,3,female,30.0,1,1,24.15,S,Third,woman,Southampton,No
800,0,2,male,34.0,0,0,13.0,S,Second,man,Southampton,Yes
801,1,2,female,31.0,1,1,26.25,S,Second,woman,Southampton,No
802,1,1,male,11.0,1,2,120.0,S,First,child,Southampton,No
803,1,3,male,0.42,0,1,8.5167,C,Third,child,Cherbourg,No
804,1,3,male,27.0,0,0,6.975,S,Third,man,Southampton,Yes
805,0,3,male,31.0,0,0,7.775,S,Third,man,Southampton,Yes
806,0,1,male,39.0,0,0,0.0,S,First,man,Southampton,Yes
807,0,3,female,18.0,0,0,7.775,S,Third,woman,Southampton,Yes
808,0,2,male,39.0,0,0,13.0,S,Second,man,Southampton,Yes
809,1,1,female,33.0,1,0,53.1,S,First,woman,Southampton,No
810,0,3,male,26.0,0,0,7.8875,S,Third,man,Southampton,Yes
811,0,3,male,39.0,0,0,24.15,S,Third,man,Southampton,Yes
812,0,2,male,35.0,0,0,10.5,S,Second,man,Southampton,Yes
813,0,3,female,6.0,4,2,31.275,S,Third,child,Southampton,No
814,0,3,male,30.5,0,0,8.05,S,Third,man,Southampton,Yes
815,0,1,male,29.69911764705882,0,0,0.0,S,First,man,Southampton,Yes
816,0,3,female,23.0,0,0,7.925,S,Third,woman,Southampton,Yes
817,0,2,male,31.0,1,1,37.0042,C,Second,man,Cherbourg,No
818,0,3,male,43.0,0,0,6.45,S,Third,man,Southampton,Yes
819,0,3,male,10.0,3,2,27.9,S,Third,child,Southampton,No
820,1,1,female,52.0,1,1,93.5,S,First,woman,Southampton,No
821,1,3,male,27.0,0,0,8.6625,S,Third,man,Southampton,Yes
822,0,1,male,38.0,0,0,0.0,S,First,man,Southampton,Yes
823,1,3,female,27.0,0,1,12.475,S,Third,woman,Southampton,No
824,0,3,male,2.0,4,1,39.6875,S,Third,child,Southampton,No
825,0,3,male,29.69911764705882,0,0,6.95,Q,Third,man,Queenstown,Yes
826,0,3,male,29.69911764705882,0,0,56.4958,S,Third,man,Southampton,Yes
827,1,2,male,1.0,0,2,37.0042,C,Second,child,Cherbourg,No
828,1,3,male,29.69911764705882,0,0,7.75,Q,Third,man,Queenstown,Yes
829,1,1,female,62.0,0,0,80.0,S,First,woman,Southampton,Yes
830,1,3,female,15.0,1,0,14.4542,C,Third,child,Cherbourg,No
831,1,2,male,0.83,1,1,18.75,S,Second,child,Southampton,No
832,0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,Cherbourg,Yes
833,0,3,male,23.0,0,0,7.8542,S,Third,man,Southampton,Yes
834,0,3,male,18.0,0,0,8.3,S,Third,man,Southampton,Yes
835,1,1,female,39.0,1,1,83.1583,C,First,woman,Cherbourg,No
836,0,3,male,21.0,0,0,8.6625,S,Third,man,Southampton,Yes
837,0,3,male,29.69911764705882,0,0,8.05,S,Third,man,Southampton,Yes
838,1,3,male,32.0,0,0,56.4958,S,Third,man,Southampton,Yes
839,1,1,male,29.69911764705882,0,0,29.7,C,First,man,Cherbourg,Yes
840,0,3,male,20.0,0,0,7.925,S,Third,man,Southampton,Yes
841,0,2,male,16.0,0,0,10.5,S,Second,man,Southampton,Yes
842,1,1,female,30.0,0,0,31.0,C,First,woman,Cherbourg,Yes
843,0,3,male,34.5,0,0,6.4375,C,Third,man,Cherbourg,Yes
844,0,3,male,17.0,0,0,8.6625,S,Third,man,Southampton,Yes
845,0,3,male,42.0,0,0,7.55,S,Third,man,Southampton,Yes
846,0,3,male,29.69911764705882,8,2,69.55,S,Third,man,Southampton,No
847,0,3,male,35.0,0,0,7.8958,C,Third,man,Cherbourg,Yes
848,0,2,male,28.0,0,1,33.0,S,Second,man,Southampton,No
849,1,1,female,29.69911764705882,1,0,89.1042,C,First,woman,Cherbourg,No
850,0,3,male,4.0,4,2,31.275,S,Third,child,Southampton,No
851,0,3,male,74.0,0,0,7.775,S,Third,man,Southampton,Yes
852,0,3,female,9.0,1,1,15.2458,C,Third,child,Cherbourg,No
853,1,1,female,16.0,0,1,39.4,S,First,woman,Southampton,No
854,0,2,female,44.0,1,0,26.0,S,Second,woman,Southampton,No
855,1,3,female,18.0,0,1,9.35,S,Third,woman,Southampton,No
856,1,1,female,45.0,1,1,164.8667,S,First,woman,Southampton,No
857,1,1,male,51.0,0,0,26.55,S,First,man,Southampton,Yes
858,1,3,female,24.0,0,3,19.2583,C,Third,woman,Cherbourg,No
859,0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,Cherbourg,Yes
860,0,3,male,41.0,2,0,14.1083,S,Third,man,Southampton,No
861,0,2,male,21.0,1,0,11.5,S,Second,man,Southampton,No
862,1,1,female,48.0,0,0,25.9292,S,First,woman,Southampton,Yes
863,0,3,female,29.69911764705882,8,2,69.55,S,Third,woman,Southampton,No
864,0,2,male,24.0,0,0,13.0,S,Second,man,Southampton,Yes
865,1,2,female,42.0,0,0,13.0,S,Second,woman,Southampton,Yes
866,1,2,female,27.0,1,0,13.8583,C,Second,woman,Cherbourg,No
867,0,1,male,31.0,0,0,50.4958,S,First,man,Southampton,Yes
868,0,3,male,29.69911764705882,0,0,9.5,S,Third,man,Southampton,Yes
869,1,3,male,4.0,1,1,11.1333,S,Third,child,Southampton,No
870,0,3,male,26.0,0,0,7.8958,S,Third,man,Southampton,Yes
871,1,1,female,47.0,1,1,52.5542,S,First,woman,Southampton,No
872,0,1,male,33.0,0,0,5.0,S,First,man,Southampton,Yes
873,0,3,male,47.0,0,0,9.0,S,Third,man,Southampton,Yes
874,1,2,female,28.0,1,0,24.0,C,Second,woman,Cherbourg,No
875,1,3,female,15.0,0,0,7.225,C,Third,child,Cherbourg,Yes
876,0,3,male,20.0,0,0,9.8458,S,Third,man,Southampton,Yes
877,0,3,male,19.0,0,0,7.8958,S,Third,man,Southampton,Yes
878,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,Southampton,Yes
879,1,1,female,56.0,0,1,83.1583,C,First,woman,Cherbourg,No
880,1,2,female,25.0,0,1,26.0,S,Second,woman,Southampton,No
881,0,3,male,33.0,0,0,7.8958,S,Third,man,Southampton,Yes
882,0,3,female,22.0,0,0,10.5167,S,Third,woman,Southampton,Yes
883,0,2,male,28.0,0,0,10.5,S,Second,man,Southampton,Yes
884,0,3,male,25.0,0,0,7.05,S,Third,man,Southampton,Yes
885,0,3,female,39.0,0,5,29.125,Q,Third,woman,Queenstown,No
886,0,2,male,27.0,0,0,13.0,S,Second,man,Southampton,Yes
887,1,1,female,19.0,0,0,30.0,S,First,woman,Southampton,Yes
888,0,3,female,29.69911764705882,1,2,23.45,S,Third,woman,Southampton,No
889,1,1,male,26.0,0,0,30.0,C,First,man,Cherbourg,Yes
890,0,3,male,32.0,0,0,7.75,Q,Third,man,Queenstown,Yes
